id,Artist Name,Track Name,Popularity,duration,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,key,mode,time_signature,Class
397,ErMe,track_1,24.0000000000,193.3750000000,0.3296750592,0.9939927312,0.9380349879,0.1532517708,0.0019176707,0.0000188755,0.3457279285,0.0959925443,0.6983277267,10.0000000000,major,type 4,9
398,Cl,track_1,56.0000000000,264.7600000000,0.5728426942,0.7697213628,0.9121309675,0.3163769049,0.1224899598,0.0000002209,0.0886924718,0.3548721135,0.8686710226,1.0000000000,major,type 4,6
399,BaBosckstreet,track_15,56.0000000000,233.5330000200,0.7966429955,0.8748485668,0.8734496269,0.0113758317,0.0617469880,0.0000017972,0.1161231332,0.8943771358,0.3745417691,11.0000000000,minor,type 4,10
400,BiChTr,track_1,37.0000000000,301.3069999800,0.5351839897,0.1830114438,0.4492525767,0.0312298777,0.9176706827,0.8724898318,0.0834095296,0.5153774464,0.4131787208,2.0000000000,major,type 4,8
401,Jaz,track_3,13.0000000000,167.9190000000,0.8299978481,0.3792488912,0.7327992813,0.3807684052,0.0005431727,0.8614456440,0.1526973484,0.3155224190,0.6064605167,1.0000000000,minor,type 4,6
402,Me,track_1,60.0000000000,442.7330000000,0.1962556488,0.9979975771,0.8562801028,0.0711526079,0.0000081526,0.8835340196,0.2725794981,0.1674433054,0.4543170742,3.0000000000,minor,type 4,9
403,MaOr,track_1,46.0000000000,210.8269999800,0.5502474715,0.0430420809,0.5134885578,0.0382056235,0.9979919679,0.8714858147,0.0907243727,0.1063477270,0.4164833743,2.0000000000,minor,type 4,8
404,DJKhd,track_2,81.0000000000,218.9020000000,0.6836668819,0.3422040669,0.7275585835,0.0214638334,0.0745983936,0.0000000402,0.0927562735,0.2181837009,0.2980279898,5.0000000000,major,type 4,10
405,RaElTa,track_1,39.0000000000,235.1070000000,0.6287927695,0.4172949269,0.6339746949,0.0379909852,0.8032128514,0.9006023098,0.0907243727,0.8063580822,0.6874703498,4.0000000000,minor,type 1,8
406,I,track_1,71.0000000000,171.0400000000,0.3285990962,0.8508194916,0.8413565920,0.0443228161,0.0967871486,0.0030110472,0.2248298283,0.3010251631,0.2562265494,4.0000000000,minor,type 4,10
407,Heh,track_1,45.0000000000,194.3980000000,0.6492360663,0.4583445970,0.7688602730,0.0142734492,0.0303212851,0.4578307810,0.0947881743,0.4221808015,0.5908968387,8.0000000000,major,type 4,10
408,LaMaHa,track_1,23.0000000000,312.5599999800,0.3339789111,0.6696002163,0.7223428415,0.0228589826,0.8122489960,0.0000053414,0.2238138779,0.8115356736,0.7903512744,7.0000000000,minor,type 3,4
409,JaPr,track_1,43.0000000000,232.4760000000,0.3565741338,0.6115299512,0.7831848469,0.1189096373,0.5813253012,0.0000008635,0.0886924718,0.5143419281,0.2705934360,8.0000000000,minor,type 4,10
410,Sto,track_1,69.0000000000,196.2670000000,0.6696793630,0.6525796213,0.8457487959,0.3389139300,0.1305220884,0.0011636558,0.1151071828,0.4242518380,0.8493875879,8.0000000000,major,type 4,10
411,PoCoPrQu,track_1,15.0000000000,176.8030000000,0.5287282117,0.3251834720,0.6693369270,0.0126636617,0.3483935743,0.0566255589,0.0897084222,0.2243968106,0.5631388278,11.0000000000,minor,type 4,10
412,K.,track_1,61.0000000000,147.5620000000,0.6847428448,0.8297940508,0.8755958174,0.1317879373,0.0719879518,0.0000013956,0.1577771005,0.6820958890,0.5795273213,8.0000000000,major,type 4,10
413,MuBe,track_1,5.0000000000,205.8970000200,0.3318269852,0.4703591346,0.7264355769,0.0384202619,0.9959839357,0.8343371831,0.1191709845,0.5806150979,0.1924300254,2.0000000000,major,type 4,8
414,Pla,track_1,79.0000000000,141.3739999800,0.8009468474,0.8027613412,0.8804122682,0.3464262717,0.4106425703,0.7891564148,0.1049476786,0.3320907114,0.5091376633,1.0000000000,major,type 4,6
415,MaDey,track_1,10.0000000000,276.8130000000,0.4103722832,0.5464512060,0.7677123106,0.0963726121,0.8564257028,0.0000012048,0.2360052829,0.6230713472,0.3298238237,9.0000000000,major,type 3,4
416,Ev-,track_1,46.0000000000,208.0000000000,0.6395523994,0.5915057219,0.7842080307,0.0377763469,0.3825301205,0.0009156636,0.0907243727,0.3041317179,0.4819510933,4.0000000000,minor,type 4,10
417,JoTaFiBrMiTo,track_1,16.0000000000,210.1129999800,0.0832795352,0.1209363330,0.5295849866,0.0136295342,0.7198795181,0.9066264123,0.0854414305,0.0405923165,0.2543181524,7.0000000000,major,type 4,8
418,SuSi,track_1,47.0000000000,154.2000000000,0.7654400689,0.7196607896,0.7040003993,0.0681476712,0.2038152610,0.0011034148,0.3243929696,0.4905250078,0.3472365981,7.0000000000,major,type 4,10
419,AnViRaWaCiofLoSiNiKr,track_1,34.0000000000,105.0000000000,0.3146115774,0.0288248781,0.4101220334,0.0181369393,0.9829317269,0.8413653026,0.0947881743,0.2088640365,0.4543332471,9.0000000000,minor,type 3,8
420,V√,track_1,41.0000000000,177.6800000000,0.4544867657,0.3291883179,0.6403633550,0.0118051084,0.8393574297,0.8534135074,0.1140912323,0.1643367505,0.5358282658,2.0000000000,minor,type 3,8
421,Nac,track_1,42.0000000000,226.8660000000,0.6449322143,0.5885020875,0.7493698685,0.1725692209,0.4106425703,0.0000057631,0.0937722239,0.1633012323,0.4818109285,11.0000000000,minor,type 4,6
422,TeNeg,track_1,27.0000000000,149.2950000000,0.8827200344,0.5955105678,0.8356916473,0.0822064821,0.2329317269,0.0002620485,0.1018998273,0.3838666252,0.6165146418,1.0000000000,major,type 4,6
423,R.D.Bum,track_1,6.0000000000,155.0269999800,0.3221433183,0.6766086965,0.7820119288,0.0274737068,0.7349397590,0.3795174493,0.3040739612,0.4925960443,0.4526027515,2.0000000000,major,type 4,4
424,YoIt,track_1,30.0000000000,231.1330000000,0.5965138799,0.8358013196,0.7812383020,0.0113758317,0.0687751004,0.0010431737,0.0057909174,0.8198198198,0.3635388364,4.0000000000,minor,type 4,10
425,AlMi,track_1,48.0000000000,276.2520000000,0.6976544007,0.3301895293,0.7603004667,0.0298347285,0.1777108434,0.0506014564,0.0495783806,0.4397846122,0.3202926209,1.0000000000,minor,type 4,10
426,SkRowid,track_2,69.0000000000,229.9600000000,0.4372713579,0.6475735640,0.7199970053,0.0051513200,0.0023092369,0.0000139558,0.0978360256,0.2968830900,0.3227994135,1.0000000000,minor,type 4,10
427,LaMaKuSa,track_1,29.0000000000,351.1600000200,0.6664514741,0.5764875499,0.7174764792,0.0142734492,0.4849397590,0.0000068574,0.0866605710,0.7649373511,0.5042049424,7.0000000000,major,type 4,10
428,Wee,track_5,2.0000000000,232.8930000000,0.4641704325,0.6265481232,0.8421302189,0.0024683408,0.4377510040,0.0000002510,0.2522604897,0.3973283628,0.2560163022,2.0000000000,major,type 4,10
429,JeCo,track_1,49.0000000000,301.8270000000,0.6406283624,0.1639884260,0.5873823962,0.0115904701,0.9578313253,0.9297188049,0.0796505131,0.4925960443,0.5793278561,1.0000000000,minor,type 4,8
430,AlYaUdNar,track_1,41.0000000000,360.8929999800,0.6417043254,0.9179006598,0.7537870280,0.0128783001,0.3092369478,0.0103403718,0.0670527278,0.7908253081,0.3917496873,5.0000000000,minor,type 4,10
431,Ast,track_1,28.0000000000,181.0840000000,0.7611362169,0.5094063817,0.8538593996,0.1382270874,0.0765060241,0.0003855426,0.1394899929,0.5246971109,0.4823015052,1.0000000000,major,type 4,6
432,CoBaRa,track_1,78.0000000000,215.3600000000,0.7310092533,0.5104075932,0.8012777320,0.0139514917,0.1676706827,0.0000003414,0.1191709845,0.5423009216,0.3530049165,9.0000000000,major,type 4,10
433,JoBeMaVo,track_1,45.0000000000,315.4399999800,0.1349257586,0.1049169495,0.4548925657,0.0098733634,0.9939759036,0.9226906854,0.0644112567,0.0468054261,0.1748339587,9.0000000000,minor,type 4,8
434,JoRa,track_1,46.0000000000,257.3850000000,0.4480309877,0.1029145266,0.5187542113,0.0124490234,0.9026104418,0.0627500630,0.0654272072,0.2275033654,0.2931222237,9.0000000000,minor,type 4,8
435,BrSpsitney,track_22,34.0000000000,256.4400000000,0.5018291371,0.7306741157,0.8747223678,0.0243614510,0.0833333333,0.0007891574,0.0406380169,0.4894894895,0.5255261569,6.0000000000,major,type 4,10
436,AnCaJoShIs,track_1,48.0000000000,151.9999999800,0.3189154293,0.0133061004,0.2142696713,0.0315518352,0.9949799197,0.9257027366,0.0800568932,0.1840115978,0.2594557295,2.0000000000,major,type 3,8
437,YaSi,track_1,26.0000000000,323.9670000000,0.3501183559,0.2731204758,0.6353722143,0.0103026401,0.9056224900,0.5622485565,0.0799552982,0.4594594595,0.5926542890,5.0000000000,major,type 4,8
438,RuHa,track_1,36.0000000000,145.9999999800,0.4867656553,0.1499714655,0.5662449153,0.0220004293,0.8112449799,0.0490954308,0.1232347861,0.8146422284,0.7450996248,8.0000000000,major,type 1,8
439,KaAmKu,track_1,40.0000000000,271.6000000200,0.6481601033,0.5364390913,0.7617478975,0.0429276669,0.0829317269,0.0015552224,0.0696941989,0.7856477167,0.5499579506,7.0000000000,minor,type 4,10
440,Moh,track_1,44.0000000000,186.1330000000,0.3974607274,0.9949939427,0.8657882259,0.1596909208,0.0025903614,0.5301200102,0.1841918114,0.0442166304,0.5628692802,1.0000000000,major,type 4,9
441,Qur,track_1,54.0000000000,263.5600000000,0.5405638046,0.9909890968,0.9307978338,0.0550547328,0.0374497992,0.0000104418,0.4158285076,0.2564978772,0.4714225644,7.0000000000,major,type 4,10
442,LU,track_1,53.0000000000,232.7160000000,0.7772756617,0.9689624446,0.9280776621,0.0867138871,0.2048192771,0.0002279119,0.0602458600,0.7711504608,0.5789936171,1.0000000000,major,type 4,10
443,EyGonal,track_22,40.0000000000,385.3070000000,0.3899289864,0.5524584748,0.8292281201,0.0075123417,0.5893574297,0.0000118474,0.8943411562,0.2378585482,0.5577748307,11.0000000000,minor,type 4,10
444,Nar,track_1,36.0000000000,223.5110000000,0.6911986228,0.7627128826,0.8663372514,0.0306932818,0.0175702811,0.0000181727,0.1760642081,0.6023609817,0.3905582870,2.0000000000,minor,type 4,10
445,Sai,track_1,77.0000000000,139.4130000000,0.9623412955,0.6956317144,0.8194205286,0.1940330543,0.0057831325,0.0004989965,0.0606522402,0.4283939112,0.3745579420,10.0000000000,minor,type 4,6
446,CoHa,track_1,33.0000000000,187.0930000000,0.6460081773,0.6916268685,0.7685358489,0.0141661301,0.0620481928,0.0112439872,0.0595346947,0.4056125091,0.5633598568,6.0000000000,major,type 4,10
447,KiKurshore,track_4,28.0000000000,269.7169999800,0.2425220572,0.7246668469,0.9042699209,0.0105172784,0.7188755020,0.0000005924,0.2045108199,0.4625660143,0.3823047397,6.0000000000,major,type 4,10
448,AsThr,track_1,53.0000000000,174.8040000000,0.4340434689,0.1249411788,0.4889571011,0.0080489375,0.9688755020,0.7991965855,0.0978360256,0.0483587035,0.4034157071,6.0000000000,minor,type 4,8
449,NO,track_1,23.0000000000,133.0460000000,0.7966429955,0.6035202595,0.8206683137,0.1500321958,0.0159638554,0.0000125502,0.0155440415,0.5143419281,0.6443373442,8.0000000000,major,type 4,6
450,BrSpThNe,track_1,37.0000000000,226.1329999800,0.7708198838,0.8358013196,0.9018991290,0.1006653788,0.1265060241,0.0006475910,0.0547597277,0.9389044217,0.4119172381,6.0000000000,minor,type 4,10
451,Ine,track_1,21.0000000000,232.5420000000,0.4480309877,0.4573433855,0.5637743006,0.0210345568,0.0010742972,0.8222889782,0.0978360256,0.2647820234,0.4590233752,6.0000000000,major,type 4,9
452,Don,track_1,29.0000000000,164.0090000000,0.6707553260,0.2971495510,0.7162786055,0.3260356300,0.0674698795,0.0000013153,0.0947881743,0.3817955887,0.4822206409,9.0000000000,minor,type 4,6
453,Rat,track_2,39.0000000000,270.9330000000,0.5706907682,0.7416874418,0.6854333558,0.0103026401,0.0045682731,0.1335332666,0.0998679264,0.6665631148,0.4716166386,8.0000000000,major,type 4,10
454,Muh,track_1,26.0000000000,266.0430000000,0.2963202066,0.3241822605,0.7820368845,0.0129856192,0.6234939759,0.0014247002,0.1222188357,0.2596044320,0.5951449088,5.0000000000,minor,type 3,10
455,UdNar,track_1,48.0000000000,279.9100000200,0.5857542501,0.6886232341,0.6696114397,0.0243614510,0.4026104418,0.0000436747,0.0897084222,0.6779538159,0.3087991116,6.0000000000,minor,type 4,10
456,Ana,track_1,45.0000000000,293.2930000000,0.3931568754,0.6425675067,0.8067180754,0.0090148100,0.0004477912,0.0229909869,0.1354261912,0.1519105312,0.5685405615,2.0000000000,major,type 4,9
457,DiDiYuKa,track_1,39.0000000000,168.0000000000,0.3275231332,0.0635669160,0.5073494547,0.0151320026,0.9969879518,0.9327308562,0.0806664635,0.0335507922,0.2740274723,4.0000000000,minor,type 4,8
458,MoMa,track_1,49.0000000000,211.4400000000,0.4975252851,0.8528219145,0.8507648923,0.0162051942,0.0000746988,0.5843369321,0.1171390836,0.6406751579,0.5939211627,11.0000000000,major,type 4,10
459,Hak,track_1,33.0000000000,301.7500000000,0.4157520981,0.9219055057,0.8235132640,0.0230736209,0.0000048594,0.0082419761,0.1821599106,0.3983638811,0.5902984431,2.0000000000,major,type 4,9
460,MsLaHilu,track_1,51.0000000000,256.0000000000,0.8472132559,0.6886232341,0.7698335455,0.1929598626,0.0381526104,0.0000325302,0.0937722239,0.6127161644,0.3316783111,1.0000000000,major,type 4,6
461,HaNahdag,track_10,25.0000000000,219.8930000000,0.5706907682,0.8067661871,0.8727758229,0.0204979609,0.0003222892,0.0012640575,0.3894137966,0.4315004660,0.6536421271,9.0000000000,minor,type 4,9
462,Sah,track_1,33.0000000000,206.4000000000,0.7030342156,0.7336777501,0.8512140950,0.0084782142,0.0726907631,0.0000623495,0.0978360256,0.6002899451,0.3742883944,1.0000000000,major,type 4,10
463,EsMo,track_1,25.0000000000,223.6350000000,0.3920809124,0.4453288479,0.8073170123,0.0465765186,0.8162650602,0.0000005622,0.0816824139,0.2627109868,0.3155917109,1.0000000000,major,type 4,10
464,McZa,track_1,71.0000000000,168.5070000000,0.9418979987,0.7096486749,0.8701305183,0.1446662374,0.0772088353,0.0000009237,0.1598090013,0.6386041214,0.3744123863,11.0000000000,minor,type 4,10
465,FrChMaHo,track_1,43.0000000000,142.6380000000,0.3565741338,0.0928022908,0.3550447955,0.0320884310,0.9859437751,0.9367469244,0.0927562735,0.0856373615,0.5207929012,8.0000000000,minor,type 4,8
466,BlEyPeseda,track_1,86.0000000000,222.5230000000,0.9741768883,0.4843760951,0.7778193706,0.1800815626,0.0206827309,0.0237942006,0.0505943310,0.3041317179,0.5038814853,2.0000000000,major,type 4,6
467,FiFiDePu,track_1,58.0000000000,274.6150000000,0.4200559501,0.8718449324,0.8744977665,0.0129856192,0.0018072289,0.0000151607,0.0686782485,0.3911152532,0.6765752361,7.0000000000,major,type 4,10
468,MaEs,track_1,32.0000000000,203.1730000000,0.5631590273,0.5023979015,0.8617953133,0.0124490234,0.7961847390,0.0000064458,0.0631921162,0.7711504608,0.4686516151,7.0000000000,minor,type 4,10
469,MaFaJiCoJoWe,track_1,46.0000000000,381.6529999800,0.4760060254,0.1740005407,0.4456339997,0.0157759176,0.6224899598,0.0360432089,0.1384740425,0.3217355286,0.1753407082,5.0000000000,major,type 4,8
470,Bio,track_1,47.0000000000,284.0670000000,0.2565095761,0.9829794051,0.8331711213,0.4730628890,0.0012851406,0.0000555221,0.7764909072,0.0908149529,0.3184543063,6.0000000000,minor,type 4,9
471,RoBli,track_1,41.0000000000,222.4000000000,0.5900581020,0.8898667388,0.9044695665,0.0090148100,0.0012751004,0.0000001908,0.1476175963,0.3445169307,0.4390229439,1.0000000000,major,type 4,10
472,MiMeari,track_3,16.0000000000,198.8680000000,0.6180331397,0.8438110113,0.8429537571,0.0202833226,0.5351405622,0.0000129518,0.0917403231,0.5257326292,0.5896407470,4.0000000000,minor,type 4,10
473,OlRoo,track_1,51.0000000000,143.7470000000,0.6589197332,0.5254257652,0.8361658057,0.0393861344,0.0312248996,0.0000003715,0.2685156964,0.2709951331,0.5037413206,4.0000000000,major,type 4,10
474,Goc,track_1,66.0000000000,304.3730000000,0.3608779858,0.7557044023,0.8942127723,0.0334835802,0.0000174699,0.0066757095,0.3081377629,0.4729211971,0.4395512572,7.0000000000,major,type 4,9
475,XaDaCaAlDwBu,track_1,44.0000000000,482.1870000000,0.4286636540,0.2160514222,0.5832147937,0.0103026401,0.8303212851,0.8082327392,0.1811439602,0.1135963550,0.4148283521,5.0000000000,major,type 4,8
476,He,track_1,40.0000000000,136.8540000000,0.4092963202,0.1129266412,0.5370966534,0.0148100451,0.9568273092,0.8524094904,0.1049476786,0.1301646474,0.3360611550,2.0000000000,minor,type 4,8
477,Oua,track_1,80.0000000000,235.2130000000,0.7180976974,0.9739685019,0.9406054254,0.0463618802,0.1034136546,0.0005331331,0.1608249517,0.9803251527,0.2639895200,4.0000000000,minor,type 4,10
478,OrEv,track_1,49.0000000000,223.4530000200,0.1973316118,0.0640675217,0.4710638616,0.0130929384,0.9658634538,0.4989954809,0.1008838769,0.0244382313,0.2566470436,1.0000000000,major,type 4,8
479,KoMoDe,track_1,32.0000000000,324.0000000000,0.7471486981,0.5574645321,0.7323750343,0.2970594548,0.0002008032,0.0000733936,0.0313928680,0.6831314073,0.9353732695,11.0000000000,minor,type 4,6
480,LiTjyl,track_2,89.0000000000,205.4580000000,0.9117710351,0.3922646402,0.8064685184,0.0329469843,0.4528112450,0.0000003514,0.1212028853,0.1902247075,0.4010436883,4.0000000000,minor,type 4,10
481,BlSab,track_1,53.0000000000,260.6400000000,0.4986012481,0.7056438290,0.7095156098,0.0754453745,0.0308232932,0.0002740967,0.3264248705,0.4025059542,0.3726603269,2.0000000000,major,type 4,10
482,RaLa,track_1,67.0000000000,296.3870000000,0.4975252851,0.2550986694,0.7171270994,0.0027902983,0.8634538153,0.0008082337,0.1283145383,0.1156673915,0.2468624660,10.0000000000,major,type 4,10
483,AsBhShSi,track_1,39.0000000000,303.3469999800,0.5448676566,0.4463300594,0.7124603828,0.0125563426,0.7720883534,0.0000611446,0.1953672661,0.5536916227,0.4189362574,3.0000000000,major,type 4,10
484,pi,track_1,36.0000000000,243.8680000000,0.5846782871,0.7236656354,0.8262583914,0.0035415325,0.0013554217,0.0000092370,0.1709844560,0.3817955887,0.5360061672,7.0000000000,major,type 4,10
485,HeKuGeDu,track_1,11.0000000000,191.2129999800,0.2715730579,0.3462089128,0.7543859649,0.0069757459,0.9748995984,0.1726899324,0.4127806563,0.2999896448,0.3232684263,1.0000000000,major,type 4,10
486,BrSpsi,track_1,39.0000000000,200.0530000200,0.4017645793,0.8147758788,0.8788151032,0.3829147886,0.0072289157,0.0000009237,0.3457279285,0.9244071658,0.8692694182,5.0000000000,minor,type 4,6
487,JaAmKuUdNa,track_1,37.0000000000,457.0270000200,0.5868302130,0.6205408544,0.8102617853,0.0097660442,0.4467871486,0.0000023695,0.0897084222,0.8757378068,0.4042027860,2.0000000000,major,type 4,10
488,AlYag,track_1,41.0000000000,457.2799999800,0.3910049494,0.9028824878,0.8074667465,0.1350075123,0.6144578313,0.0000133534,0.9217718175,0.7825411619,0.5397313150,1.0000000000,major,type 4,4
489,SoRoQu,track_1,47.0000000000,310.0270000200,0.5437916936,0.2110453649,0.6047765217,0.0306932818,0.8102409639,0.2530112982,0.0897084222,0.4874184529,0.2524528831,7.0000000000,major,type 4,10
490,SL,track_1,61.0000000000,189.4930000000,0.8052506994,0.6936292914,0.7857303287,0.2573513630,0.2158634538,0.0000725904,0.3640150361,0.7846121984,0.6222775693,1.0000000000,major,type 4,6
491,PrArSin,track_1,64.0000000000,247.9410000000,0.4598665806,0.4553409626,0.8187467246,0.0093367675,0.7921686747,0.0000007932,0.1272985878,0.3414103759,0.5689125372,8.0000000000,major,type 4,10
492,Emi,track_1,73.0000000000,268.4000000000,0.8708844416,0.6796123309,0.8414813706,0.3163769049,0.0417670683,0.0000001205,0.0769074469,0.8249974112,0.2962974943,1.0000000000,major,type 4,6
493,DON,track_1,57.0000000000,282.5070000000,0.4136001722,0.9108921795,0.8443762322,0.0178149818,0.0139558233,0.0095873590,0.0722340750,0.5567981775,0.4090654246,11.0000000000,minor,type 4,10
494,ERA,track_2,53.0000000000,253.6800000000,0.5050570260,0.9829794051,0.9175213995,0.1092509122,0.0000241968,0.0148584487,0.0615665956,0.3528010769,0.5092293095,11.0000000000,major,type 4,9
495,JeCh,track_1,24.0000000000,159.4999999800,0.3931568754,0.1389581393,0.6436325522,0.0214638334,0.9829317269,0.7369475271,0.0850350503,0.1705498602,0.2855101997,5.0000000000,major,type 4,8
496,BiEih,track_1,85.0000000000,245.4260000000,0.6933505487,0.2240611139,0.6363205311,0.0817772054,0.9056224900,0.6596382125,0.0917403231,0.2326809568,0.4822152499,6.0000000000,minor,type 4,8
497,PoSmep,track_4,69.0000000000,175.7560000000,0.7030342156,0.6045214710,0.8101869182,0.0899334621,0.4989959839,0.0000024699,0.1008838769,0.4283939112,0.6009186182,11.0000000000,major,type 4,10
498,NaDea,track_1,27.0000000000,276.4850000000,0.1489132774,0.8898667388,0.8526365701,0.0678257137,0.0000952811,0.9598393171,0.0846286701,0.0540540541,0.7625878725,2.0000000000,minor,type 3,9
499,Mue,track_1,36.0000000000,337.3870000200,0.4996772111,0.4223009842,0.8125577101,0.0124490234,0.8554216867,0.0000000402,0.2898506553,0.4822408616,0.3278507353,5.0000000000,major,type 4,10
500,Rit,track_1,94.0000000000,169.1530000000,0.8224661072,0.8618328177,0.9115819421,0.1103241039,0.0076305221,0.0001315262,0.2918825561,0.8105001553,0.4982479407,2.0000000000,major,type 4,10
501,AsBheha,track_2,9.0000000000,346.1730000000,0.3296750592,0.8398061655,0.8892465873,0.2079845460,0.8945783133,0.0049889608,0.0734532155,0.8643471057,0.3718948117,11.0000000000,major,type 4,4
502,HI,track_1,43.0000000000,176.2500000000,0.1370776845,0.0263218494,0.3121958524,0.0124490234,0.9809236948,0.8694777806,0.1018998273,0.0736253495,0.2736716695,5.0000000000,minor,type 4,8
503,JaReFeJaNa,track_1,36.0000000000,187.5199999800,0.5900581020,0.7486959221,0.8532105513,0.0339128568,0.4267068273,0.0000256024,0.0824951742,0.5371233302,0.4664467158,9.0000000000,major,type 4,10
504,GrK,track_1,21.0000000000,186.9330000000,0.4114482462,0.7647153055,0.8565296599,0.2487658296,0.0001465863,0.0000006125,0.3020420603,0.6758827793,0.7125921853,5.0000000000,minor,type 5,9
505,LaMaS.P.Bas,track_1,26.0000000000,315.1729999800,0.5061329890,0.5614693779,0.7626213471,0.0203906418,0.7520080321,0.0000041767,0.2034948695,0.7752925339,0.3252361237,5.0000000000,minor,type 4,4
506,MsLaHi,track_1,61.0000000000,333.9070000000,0.8310738111,0.7486959221,0.8440767637,0.3721828719,0.1002008032,0.0000027510,0.0690846287,0.6541368955,0.3468646224,2.0000000000,major,type 4,6
507,JoKh,track_1,63.0000000000,236.0820000000,0.2166989456,0.2761241102,0.7938159766,0.0083708950,0.5742971888,0.0000004016,0.0713197196,0.0449414932,0.8006641653,1.0000000000,minor,type 3,10
508,MoRaihammed,track_6,5.0000000000,284.4000000000,0.5298041747,0.4823736721,0.6693868384,0.0143807684,0.9979919679,0.8574295757,0.1242507366,0.9461530496,0.4184456808,8.0000000000,major,type 4,4
509,ShSk,track_1,15.0000000000,284.9110000000,0.3608779858,0.8598303948,0.8285792718,0.0760892895,0.0018875502,0.0001546186,0.3589352840,0.4056125091,0.7027590891,7.0000000000,major,type 4,9
510,Ony,track_1,62.0000000000,218.3330000000,0.8784161825,0.7096486749,0.6749020489,0.3474994634,0.0656626506,0.0031315292,0.9166920654,0.7307652480,0.3652262043,11.0000000000,major,type 4,6
511,AlAnFa,track_1,75.0000000000,209.2670000000,0.6384764364,0.9639563872,0.8906940181,0.0375617085,0.0031726908,0.0051395634,0.1303464391,0.8819509164,0.5195314185,9.0000000000,minor,type 4,10
512,MiMeari,track_11,19.0000000000,212.2800000000,0.5211964708,0.7306741157,0.8895460558,0.0153466409,0.0733935743,0.0005973902,0.0537437773,0.2906699803,0.3743908224,11.0000000000,minor,type 4,10
513,BrSpsitney,track_6,44.0000000000,191.0179999800,0.5943619539,0.8177795132,0.8672606124,0.0070830650,0.0007650602,0.0035030156,0.1659047039,0.5754375065,0.4821020399,11.0000000000,major,type 4,10
514,HaNahdag,track_7,22.0000000000,346.9200000000,0.4899935442,0.8267904164,0.9002520526,0.0704013737,0.0316265060,0.0002520083,0.0791425378,0.4366780574,0.3330476129,8.0000000000,major,type 4,10
515,CoPin,track_1,42.0000000000,387.4500000000,0.3694856897,0.3061604541,0.6619749944,0.0134148959,0.8022088353,0.1244971129,0.1293304887,0.3652272963,0.4813473067,5.0000000000,major,type 4,10
516,ThC,track_1,47.0000000000,216.4530000000,0.5308801377,0.6105287398,0.7915699633,0.2605709380,0.3112449799,0.0001114459,0.0597378848,0.6344620483,0.2654828136,9.0000000000,minor,type 4,6
517,Nob,track_1,59.0000000000,168.1900000200,0.5244243598,0.0596621913,0.4988645155,0.0091221292,0.8865461847,0.5542164199,0.0807680585,0.1177384281,0.4016852115,2.0000000000,major,type 4,8
518,Dex,track_1,16.0000000000,211.1390000000,0.6029696578,0.7336777501,0.7559831299,0.5803820562,0.0354417671,0.6194775296,0.3254089200,0.1850471161,0.7628520292,1.0000000000,major,type 5,6
519,Luh,track_1,13.0000000000,143.9320000000,0.7267054013,0.5714814926,0.7341718450,0.0682549903,0.1255020080,0.0000082731,0.1872396627,0.7473335404,0.4978921378,5.0000000000,major,type 4,6
520,WiSoGrFiMaWäSiDaViReJoFa,track_1,33.0000000000,273.4189999800,0.2113191306,0.5154136505,0.7650420504,0.0110538742,0.0995983936,0.7489957319,0.3629990856,0.2264678472,0.3813990598,7.0000000000,major,type 4,9
521,LaMarta,track_8,36.0000000000,261.3730000200,0.5674628793,0.5013966900,0.6717576302,0.0285468985,0.7720883534,0.0011034148,0.0666463477,0.8415657036,0.7251746668,6.0000000000,minor,type 4,10
522,CyHi,track_1,63.0000000000,252.2400000000,0.7632881429,0.6746062736,0.6644705647,0.0528010303,0.0007248996,0.0001485945,0.0758914965,0.8125711919,0.3845204209,6.0000000000,major,type 4,10
523,Nau,track_1,2.0000000000,104.4670000200,0.3694856897,0.3942670631,0.6561104040,0.0276883451,0.6184738956,0.7991965855,0.5052321447,0.6406751579,0.5859425540,2.0000000000,major,type 4,4
524,Lai,track_1,5.0000000000,1225.4530002000,0.2371422423,0.3992731205,0.7336477752,0.0166344709,0.8835341365,0.6857426564,0.2979782587,0.3652272963,0.3594093673,4.0000000000,major,type 4,4
525,JA-,track_1,68.0000000000,283.0670000000,0.8827200344,0.8137746673,0.8396346485,0.1253487873,0.1686746988,0.0067459907,0.0433810830,0.9565082324,0.5796674861,11.0000000000,minor,type 4,10
526,YaHeTr,track_1,39.0000000000,266.5600000200,0.4318915429,0.1079205839,0.4709141274,0.0170637476,0.8393574297,0.0202801408,0.0886924718,0.1177384281,0.4734441713,3.0000000000,major,type 5,8
527,Cav,track_1,62.0000000000,271.4200000000,0.5470195825,0.4523373282,0.8110354121,0.0027902983,0.6285140562,0.0224889784,0.1212028853,0.2130061096,0.5630256178,4.0000000000,major,type 4,10
528,WoAmMoChTeLaVo,track_1,21.0000000000,410.1760000200,0.1887239079,0.0260214860,0.3407202216,0.0232882593,0.9919678715,0.2680715543,0.0831047445,0.1270580926,0.3533122008,3.0000000000,major,type 4,8
529,LaMe,track_1,39.0000000000,158.5470000000,0.2005595008,0.0821894492,0.3598362906,0.0274737068,0.9959839357,0.9186746171,0.0737580006,0.1477684581,0.3334627162,9.0000000000,minor,type 3,8
